animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
50815005,,2315005,508,2024-05-04 00:00:04,628,0,103500,447
50815005,,2315005,508,2024-05-04 00:12:34,563,0,104000,423
50814706,,2314706,508,2024-05-04 00:40:54,435,0,105500,443
50815996,,2315996,508,2024-05-04 00:48:52,31,0,99750,2
50815099,,2315099,508,2024-05-04 00:51:24,385,0,103500,453
50815996,,2315996,508,2024-05-04 00:59:51,528,0,100500,433
50814706,,2314706,508,2024-05-04 01:10:41,379,0,105500,433
50815971,,2315971,508,2024-05-04 01:19:01,411,0,106500,408
50815971,,2315971,508,2024-05-04 01:27:53,364,0,107000,436
50815996,,2315996,508,2024-05-04 02:12:10,572,0,101000,432
50815996,,2315996,508,2024-05-04 02:23:43,436,0,101500,365
50815479,,2315479,508,2024-05-04 02:31:27,643,0,110000,62
50815479,,2315479,508,2024-05-04 02:44:12,514,0,114500,433
50815479,,2315479,508,2024-05-04 02:54:47,562,0,115000,424
50815479,,2315479,508,2024-05-04 03:06:11,414,0,116000,341
50815005,,2315005,508,2024-05-04 03:14:00,192,0,103500,93
50815005,,2315005,508,2024-05-04 03:19:14,586,0,105000,430
50815005,,2315005,508,2024-05-04 03:31:02,445,0,105000,337
50815042,,2315042,508,2024-05-04 03:54:45,637,0,104500,503
50815042,,2315042,508,2024-05-04 04:07:23,478,0,104500,408
50815042,,2315042,508,2024-05-04 04:17:22,338,0,105000,274
50815042,,2315042,508,2024-05-04 04:26:13,134,0,105000,75
50815697,,2315697,508,2024-05-04 04:37:17,405,0,115500,519
50815697,,2315697,508,2024-05-04 04:46:04,306,0,116000,422
50815697,,2315697,508,2024-05-04 04:53:12,313,0,116250,416
50815008,,2315008,508,2024-05-04 05:22:34,444,0,92000,437
50814706,,2314706,508,2024-05-04 05:31:57,16,0,106500,0
50814706,,2314706,508,2024-05-04 05:34:15,360,0,106000,408
50814706,,2314706,508,2024-05-04 05:42:17,352,0,106500,402
50814706,,2314706,508,2024-05-04 05:50:11,214,0,106500,194
50815090,,2315090,508,2024-05-04 05:55:47,495,0,106000,659
50815956,,2315956,508,2024-05-04 06:18:14,471,0,106500,428
50815918,,2315918,508,2024-05-04 06:26:40,28,0,96500,1
50815918,,2315918,508,2024-05-04 06:29:10,316,0,98000,415
