animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
51614282,,2314282,516,2024-03-20 01:29:16,271,0,49500,131
51614282,,2314282,516,2024-03-20 01:35:49,174,0,49500,58
51615664,,2315664,516,2024-03-20 01:38:54,901,0,47500,692
51614989,,2314989,516,2024-03-20 01:54:03,71,0,44000,36
51613973,,2313973,516,2024-03-20 01:59:00,559,0,50000,457
51615051,,2315051,516,2024-03-20 02:08:39,614,0,40000,202
51613966,,2313966,516,2024-03-20 02:19:00,476,0,47500,262
51615058,,2315058,516,2024-03-20 02:27:08,1116,0,56750,587
51615058,,2315058,516,2024-03-20 02:48:17,339,0,56500,177
51615951,,2315951,516,2024-03-20 02:54:12,555,0,40500,231
51613934,,2313934,516,2024-03-20 03:03:31,703,0,50500,489
51614989,,2314989,516,2024-03-20 03:15:18,258,0,45500,142
51615007,,2315007,516,2024-03-20 03:39:01,317,0,47000,116
51615051,,2315051,516,2024-03-20 04:11:25,856,0,40000,381
51614761,,2314761,516,2024-03-20 04:29:26,840,0,47000,379
51614761,,2314761,516,2024-03-20 05:31:04,510,0,46500,252
51615066,,2315066,516,2024-03-20 05:39:43,1864,0,52500,929
51615630,,2315630,516,2024-03-20 06:11:02,774,0,41500,311
51615058,,2315058,516,2024-03-20 06:28:13,1285,0,58000,632
51615940,,2315940,516,2024-03-20 07:16:56,1314,0,45000,487
51614978,,2314978,516,2024-03-20 07:39:01,2028,0,53000,1139
51614989,,2314989,516,2024-03-20 08:12:56,899,0,45000,487
51613973,,2313973,516,2024-03-20 08:28:03,207,0,49500,78
51613973,,2313973,516,2024-03-20 08:36:40,63,0,49500,12
51613973,,2313973,516,2024-03-20 08:53:21,205,0,49500,157
51614989,,2314989,516,2024-03-20 09:06:49,440,0,46000,224
51613966,,2313966,516,2024-03-20 09:14:14,802,0,46000,402
51615630,,2315630,516,2024-03-20 09:30:41,62,0,41500,0
51615940,,2315940,516,2024-03-20 09:31:47,655,0,68000,227
51615664,,2315664,516,2024-03-20 09:42:46,994,0,47000,819
51615951,,2315951,516,2024-03-20 09:59:24,1210,0,39500,509
51613934,,2313934,516,2024-03-20 10:19:50,1021,0,49500,711
51615630,,2315630,516,2024-03-20 10:36:59,1281,0,40000,462
51614989,,2314989,516,2024-03-20 10:58:20,441,0,46500,224
51613973,,2313973,516,2024-03-20 11:11:23,157,0,49500,103
51615051,,2315051,516,2024-03-20 11:14:31,1113,0,40000,541
51614978,,2314978,516,2024-03-20 11:33:51,862,0,54500,494
51613973,,2313973,516,2024-03-20 12:33:50,538,0,49000,489
51615007,,2315007,516,2024-03-20 12:42:52,1373,0,44500,522
51614282,,2314282,516,2024-03-20 13:05:49,1354,0,47500,649
51614761,,2314761,516,2024-03-20 13:30:24,1792,0,47500,883
51615058,,2315058,516,2024-03-20 14:00:21,1121,0,56500,597
51615066,,2315066,516,2024-03-20 14:19:06,1667,0,53000,883
51613966,,2313966,516,2024-03-20 14:46:53,1218,0,47000,645
51614989,,2314989,516,2024-03-20 15:07:11,417,0,47500,239
51615951,,2315951,516,2024-03-20 15:14:16,1452,0,40000,748
51615630,,2315630,516,2024-03-20 15:38:28,1146,0,40000,558
51613973,,2313973,516,2024-03-20 15:57:34,728,0,49500,504
51613934,,2313934,516,2024-03-20 16:12:15,1309,0,51000,857
51615051,,2315051,516,2024-03-20 16:34:12,1307,0,41000,658
51615940,,2315940,516,2024-03-20 16:56:03,1770,0,47000,755
51615664,,2315664,516,2024-03-20 17:25:33,8,0,47000,0
51614989,,2314989,516,2024-03-20 17:25:41,35,0,46500,24
51615058,,2315058,516,2024-03-20 17:26:16,12,0,54750,9
51614989,,2314989,516,2024-03-20 17:26:28,754,0,47500,458
51615664,,2315664,516,2024-03-20 17:39:02,1200,0,48500,761
51615007,,2315007,516,2024-03-20 17:59:02,1343,0,47500,504
51614282,,2314282,516,2024-03-20 18:21:32,1163,0,49000,435
51614282,,2314282,516,2024-03-20 18:42:56,618,0,50000,318
51614282,,2314282,516,2024-03-20 18:55:15,274,0,50000,119
51614989,,2314989,516,2024-03-20 19:03:57,343,0,47500,194
51615630,,2315630,516,2024-03-20 19:09:40,538,0,41500,174
51613973,,2313973,516,2024-03-20 19:18:38,273,0,51000,55
51613966,,2313966,516,2024-03-20 19:23:11,823,0,48500,404
51614978,,2314978,516,2024-03-20 19:36:58,2492,0,54500,1139
51613973,,2313973,516,2024-03-20 20:18:37,517,0,50500,497
51615058,,2315058,516,2024-03-20 20:27:18,1279,0,57500,743
51615951,,2315951,516,2024-03-20 20:48:45,909,0,41000,356
51615630,,2315630,516,2024-03-20 21:04:05,571,0,42500,293
51615664,,2315664,516,2024-03-20 21:16:40,610,0,48500,551
51613934,,2313934,516,2024-03-20 21:28:09,778,0,52000,548
51615951,,2315951,516,2024-03-20 21:41:15,486,0,40500,172
51613973,,2313973,516,2024-03-20 21:49:29,274,0,51500,219
51613966,,2313966,516,2024-03-20 21:54:03,761,0,49000,419
51615066,,2315066,516,2024-03-20 22:07:04,1452,0,55500,738
51615051,,2315051,516,2024-03-20 22:31:24,672,0,41500,291
51614978,,2314978,516,2024-03-20 22:42:48,911,0,56000,485
51614989,,2314989,516,2024-03-20 22:58:11,487,0,47500,280
