animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
51613934,,2313934,516,2024-03-16 01:14:01,359,0,45000,232
51615630,,2315630,516,2024-03-16 01:20:15,431,0,37000,172
51613966,,2313966,516,2024-03-16 01:55:13,448,0,43000,221
51614989,,2314989,516,2024-03-16 02:02:49,506,0,41000,256
51613934,,2313934,516,2024-03-16 02:13:58,406,0,45000,266
51615007,,2315007,516,2024-03-16 02:21:04,577,0,40500,228
51615664,,2315664,516,2024-03-16 02:30:57,521,0,43000,425
51614978,,2314978,516,2024-03-16 02:46:53,1134,0,48000,545
51615051,,2315051,516,2024-03-16 03:57:05,1247,0,35500,492
51615630,,2315630,516,2024-03-16 04:18:00,382,0,36500,193
51614282,,2314282,516,2024-03-16 04:24:30,1101,0,44000,551
51614282,,2314282,516,2024-03-16 04:44:52,277,0,45000,130
51615058,,2315058,516,2024-03-16 04:50:20,1531,0,51500,711
51615058,,2315058,516,2024-03-16 05:17:52,80,0,52000,32
51614989,,2314989,516,2024-03-16 05:19:32,481,0,41000,252
51615951,,2315951,516,2024-03-16 05:32:43,1496,0,34000,564
51615066,,2315066,516,2024-03-16 05:57:47,1217,0,49500,583
51613966,,2313966,516,2024-03-16 06:18:20,545,0,41500,271
51614282,,2314282,516,2024-03-16 06:48:25,347,0,46000,173
51614761,,2314761,516,2024-03-16 07:04:37,1007,0,42500,424
51613973,,2313973,516,2024-03-16 07:46:58,830,0,44500,567
51615940,,2315940,516,2024-03-16 08:03:32,1460,0,41000,524
51614989,,2314989,516,2024-03-16 08:27:56,800,0,41500,445
51615630,,2315630,516,2024-03-16 08:41:28,897,0,37000,336
51615664,,2315664,516,2024-03-16 08:56:33,865,0,43000,614
51613966,,2313966,516,2024-03-16 09:11:14,681,0,42000,329
51615007,,2315007,516,2024-03-16 09:22:51,1455,0,40500,475
51614282,,2314282,516,2024-03-16 09:49:07,545,0,46500,261
51614282,,2314282,516,2024-03-16 10:00:13,392,0,46500,171
51614282,,2314282,516,2024-03-16 10:09:50,63,0,54500,0
51613934,,2313934,516,2024-03-16 10:10:53,719,0,46500,340
51615051,,2315051,516,2024-03-16 10:24:54,1188,0,36000,332
51614978,,2314978,516,2024-03-16 10:44:45,777,0,47500,179
51614989,,2314989,516,2024-03-16 10:57:49,662,0,42000,285
51614978,,2314978,516,2024-03-16 11:08:55,1492,0,48000,480
51615058,,2315058,516,2024-03-16 11:33:55,1320,0,51500,431
51613973,,2313973,516,2024-03-16 11:56:03,431,0,44500,59
51613973,,2313973,516,2024-03-16 12:05:17,536,0,44500,305
51615951,,2315951,516,2024-03-16 12:14:21,1859,0,34500,421
51615066,,2315066,516,2024-03-16 12:45:28,1455,0,49500,489
51613966,,2313966,516,2024-03-16 13:09:47,965,0,42500,411
51615630,,2315630,516,2024-03-16 13:25:52,1085,0,36000,438
51615007,,2315007,516,2024-03-16 13:44:01,1440,0,42000,529
51614282,,2314282,516,2024-03-16 14:08:12,1297,0,46500,686
51614282,,2314282,516,2024-03-16 14:31:51,287,0,46500,151
51615940,,2315940,516,2024-03-16 14:38:32,1630,0,43000,562
51614989,,2314989,516,2024-03-16 15:05:54,708,0,42500,405
51615664,,2315664,516,2024-03-16 15:17:53,739,0,43500,523
51613934,,2313934,516,2024-03-16 15:30:16,1168,0,45500,897
51615051,,2315051,516,2024-03-16 15:49:48,1154,0,36500,629
51615007,,2315007,516,2024-03-16 16:09:06,451,0,42500,199
51615058,,2315058,516,2024-03-16 16:17:05,1764,0,52500,951
51615066,,2315066,516,2024-03-16 16:46:37,1433,0,50000,775
51613973,,2313973,516,2024-03-16 17:10:38,1105,0,65000,1227
51615630,,2315630,516,2024-03-16 17:29:31,296,0,38000,213
51614989,,2314989,516,2024-03-16 17:34:31,454,0,43000,264
51615940,,2315940,516,2024-03-16 17:42:05,1261,0,44000,498
51615664,,2315664,516,2024-03-16 18:03:14,461,0,44500,385
51613966,,2313966,516,2024-03-16 18:10:55,1014,0,43000,577
51615630,,2315630,516,2024-03-16 18:27:53,879,0,37000,385
51614978,,2314978,516,2024-03-16 18:42:40,2005,0,48500,1140
51614989,,2314989,516,2024-03-16 19:16:09,501,0,42500,299
51613934,,2313934,516,2024-03-16 19:29:18,854,0,48000,572
51615664,,2315664,516,2024-03-16 19:54:27,734,0,44500,627
51613973,,2313973,516,2024-03-16 20:23:30,440,0,46500,398
51615951,,2315951,516,2024-03-16 20:30:54,1587,0,35500,787
51613966,,2313966,516,2024-03-16 20:57:25,516,0,44500,266
51615630,,2315630,516,2024-03-16 21:06:12,505,0,38500,228
51615058,,2315058,516,2024-03-16 21:28:50,1368,0,54500,687
51614282,,2314282,516,2024-03-16 21:51:58,1094,0,46500,621
51615051,,2315051,516,2024-03-16 22:12:10,698,0,37500,298
51615007,,2315007,516,2024-03-16 22:41:08,1113,0,43000,441
51614989,,2314989,516,2024-03-16 22:59:53,94,0,43000,47
51613966,,2313966,516,2024-03-16 23:02:06,146,0,44500,69
51614761,,2314761,516,2024-03-16 23:04:32,2380,0,41500,1030
