animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
50113918,,2313918,501,2024-04-08 00:12:33,715,0,64000,369
50115034,,2315034,501,2024-04-08 00:24:32,1253,0,81500,778
50113913,,2313913,501,2024-04-08 00:48:39,542,0,71000,291
50115967,,2315967,501,2024-04-08 00:57:49,404,0,65000,336
50115967,,2315967,501,2024-04-08 01:06:35,99,0,65250,69
50114962,,2314962,501,2024-04-08 01:57:53,873,0,83000,394
50115967,,2315967,501,2024-04-08 02:12:42,160,0,65000,130
50115073,,2315073,501,2024-04-08 02:15:31,533,0,68000,532
50115497,,2315497,501,2024-04-08 02:24:24,633,0,74500,450
50113913,,2313913,501,2024-04-08 02:36:54,107,0,71500,59
50115983,,2315983,501,2024-04-08 03:38:53,97,0,84500,63
50113913,,2313913,501,2024-04-08 03:40:55,151,0,71500,82
50115073,,2315073,501,2024-04-08 03:43:57,416,0,68000,422
50115088,,2315088,501,2024-04-08 03:51:09,1341,0,77000,718
50113996,,2313996,501,2024-04-08 04:13:38,737,0,80500,491
50115983,,2315983,501,2024-04-08 04:26:27,311,0,84000,262
50115006,,2315006,501,2024-04-08 04:31:58,800,0,79500,561
50115034,,2315034,501,2024-04-08 04:51:09,1140,0,82500,692
50115961,,2315961,501,2024-04-08 05:10:25,448,0,60000,272
50113913,,2313913,501,2024-04-08 05:18:20,76,0,72000,47
50113913,,2313913,501,2024-04-08 05:21:38,266,0,72000,140
50113913,,2313913,501,2024-04-08 05:31:45,359,0,71500,244
50113913,,2313913,501,2024-04-08 05:40:58,146,0,72000,81
50113954,,2313954,501,2024-04-08 05:43:47,680,0,49500,601
50115967,,2315967,501,2024-04-08 05:55:19,601,0,66000,476
50115497,,2315497,501,2024-04-08 06:34:34,589,0,74500,385
50115983,,2315983,501,2024-04-08 06:46:25,507,0,84500,353
50115983,,2315983,501,2024-04-08 06:56:54,277,0,85000,240
50115927,,2315927,501,2024-04-08 07:01:42,1340,0,71500,809
50115961,,2315961,501,2024-04-08 07:24:02,516,0,59500,356
50115006,,2315006,501,2024-04-08 07:32:46,749,0,80000,487
50114962,,2314962,501,2024-04-08 07:45:27,1399,0,83500,668
50113996,,2313996,501,2024-04-08 08:08:57,981,0,81000,654
50113913,,2313913,501,2024-04-08 08:26:01,132,0,71500,68
50113913,,2313913,501,2024-04-08 08:30:56,274,0,71500,134
50115983,,2315983,501,2024-04-08 08:49:34,403,0,86000,315
50115961,,2315961,501,2024-04-08 08:56:41,491,0,60000,302
50115497,,2315497,501,2024-04-08 09:05:03,243,0,75500,198
50115073,,2315073,501,2024-04-08 09:09:14,500,0,68500,434
50115497,,2315497,501,2024-04-08 09:17:34,322,0,75000,215
50115497,,2315497,501,2024-04-08 09:30:54,34,0,75000,5
50113954,,2313954,501,2024-04-08 09:46:36,84,0,63250,33
50113954,,2313954,501,2024-04-08 09:51:36,567,0,49500,452
50115983,,2315983,501,2024-04-08 10:01:18,97,0,85500,69
50113913,,2313913,501,2024-04-08 10:03:11,520,0,72500,311
50115006,,2315006,501,2024-04-08 10:12:07,398,0,80000,313
50115088,,2315088,501,2024-04-08 10:18:49,73,0,76500,34
50114962,,2314962,501,2024-04-08 10:20:26,55,0,84000,35
50113918,,2313918,501,2024-04-08 10:21:29,292,0,64000,129
50115967,,2315967,501,2024-04-08 10:26:37,838,0,66000,621
50115034,,2315034,501,2024-04-08 10:40:48,1475,0,82000,846
50114962,,2314962,501,2024-04-08 11:05:35,975,0,85000,463
50115983,,2315983,501,2024-04-08 11:21:57,823,0,86000,769
50115088,,2315088,501,2024-04-08 11:35:56,1184,0,77500,609
50115983,,2315983,501,2024-04-08 11:55:48,431,0,86000,405
50115497,,2315497,501,2024-04-08 12:03:04,514,0,75500,358
50115927,,2315927,501,2024-04-08 12:11:50,268,0,72000,122
50115006,,2315006,501,2024-04-08 12:16:22,972,0,80000,740
50115983,,2315983,501,2024-04-08 12:39:59,123,0,87500,72
50115006,,2315006,501,2024-04-08 12:42:14,157,0,81000,123
50113954,,2313954,501,2024-04-08 12:44:59,512,0,51000,441
50115961,,2315961,501,2024-04-08 13:28:11,670,0,59500,430
50113918,,2313918,501,2024-04-08 13:39:32,856,0,63000,417
50115073,,2315073,501,2024-04-08 13:53:48,794,0,68000,894
50114962,,2314962,501,2024-04-08 14:07:10,1218,0,84500,601
50113954,,2313954,501,2024-04-08 14:27:44,48,0,64500,28
50113918,,2313918,501,2024-04-08 14:28:59,426,0,63000,187
50115497,,2315497,501,2024-04-08 14:36:05,238,0,75500,167
50113996,,2313996,501,2024-04-08 14:40:03,1437,0,80500,1031
50113913,,2313913,501,2024-04-08 15:04:04,969,0,71500,589
50115006,,2315006,501,2024-04-08 15:20:17,609,0,80500,481
50115961,,2315961,501,2024-04-08 15:30:46,187,0,59500,119
