animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
50615426,,2315426,506,2024-05-02 00:09:00,444,0,98000,455
50614949,,2314949,506,2024-05-02 00:21:45,471,0,103500,389
50614949,,2314949,506,2024-05-02 00:31:40,316,0,103500,204
50615480,,2315480,506,2024-05-02 00:44:43,491,0,103000,305
50615480,,2315480,506,2024-05-02 00:54:56,479,0,103500,438
50614985,,2314985,506,2024-05-02 01:51:43,530,0,106000,449
50614985,,2314985,506,2024-05-02 02:02:34,545,0,105500,413
50614920,,2314920,506,2024-05-02 02:13:41,504,0,112000,469
50613873,,2313873,506,2024-05-02 02:24:07,510,0,107500,417
50613873,,2313873,506,2024-05-02 02:34:38,347,0,108000,445
50613873,,2313873,506,2024-05-02 02:42:27,327,0,108000,438
50614920,,2314920,506,2024-05-02 02:49:56,498,0,111500,432
50614920,,2314920,506,2024-05-02 03:00:16,438,0,112000,406
50615620,,2315620,506,2024-05-02 03:09:00,63,0,116000,37
50615620,,2315620,506,2024-05-02 03:12:05,423,0,116000,429
50615612,,2315612,506,2024-05-02 03:21:10,576,0,96000,419
50615620,,2315620,506,2024-05-02 03:32:47,390,0,116500,399
50614450,,2314450,506,2024-05-02 03:40:04,281,0,100500,67
50614450,,2314450,506,2024-05-02 03:46:47,704,0,101000,430
50614450,,2314450,506,2024-05-02 04:00:32,634,0,100000,414
50612736,,2312736,506,2024-05-02 04:14:22,561,0,107000,483
50614938,,2314938,506,2024-05-02 04:25:45,497,0,93000,456
50614938,,2314938,506,2024-05-02 04:36:03,437,0,93000,437
50614743,,2314743,506,2024-05-02 04:44:50,64,0,103000,4
50612736,,2312736,506,2024-05-02 04:47:55,391,0,106500,439
50612736,,2312736,506,2024-05-02 04:56:28,392,0,107000,433
50614743,,2314743,506,2024-05-02 05:03:19,86,0,102000,8
50614743,,2314743,506,2024-05-02 05:06:47,595,0,102500,440
50615480,,2315480,506,2024-05-02 05:39:49,477,0,104000,432
50615480,,2315480,506,2024-05-02 05:49:48,589,0,103500,437
50612015,,2312015,506,2024-05-02 06:01:39,371,0,115500,433
50612015,,2312015,506,2024-05-02 06:09:52,342,0,116000,433
50612015,,2312015,506,2024-05-02 06:17:36,322,0,116500,412
50613873,,2313873,506,2024-05-02 06:24:28,61,0,107750,35
50612015,,2312015,506,2024-05-02 06:27:31,357,0,116500,414
50613873,,2313873,506,2024-05-02 06:55:03,324,0,108000,454
50613873,,2313873,506,2024-05-02 07:02:29,330,0,110000,441
50614743,,2314743,506,2024-05-02 07:48:59,719,0,102500,461
50613873,,2313873,506,2024-05-02 08:02:59,319,0,109500,435
50613873,,2313873,506,2024-05-02 08:10:20,340,0,110500,438
50615620,,2315620,506,2024-05-02 08:18:01,400,0,117000,437
50615426,,2315426,506,2024-05-02 08:25:01,20,0,97500,1
50615426,,2315426,506,2024-05-02 08:27:23,456,0,98000,437
50614985,,2314985,506,2024-05-02 08:37:00,686,0,105500,443
50614292,,2314292,506,2024-05-02 08:48:38,33,0,92750,1
50614292,,2314292,506,2024-05-02 08:51:13,468,0,94000,426
50615612,,2315612,506,2024-05-02 08:59:09,410,0,93500,19
50614743,,2314743,506,2024-05-02 09:06:08,167,0,103000,8
50614743,,2314743,506,2024-05-02 09:10:57,591,0,104000,436
50614920,,2314920,506,2024-05-02 09:22:50,482,0,112000,433
50614920,,2314920,506,2024-05-02 09:32:53,435,0,112500,427
50614938,,2314938,506,2024-05-02 09:40:52,104,0,91000,14
50614938,,2314938,506,2024-05-02 09:44:38,563,0,92000,439
50614938,,2314938,506,2024-05-02 09:56:03,419,0,92500,436
50614949,,2314949,506,2024-05-02 10:03:57,34,0,102000,5
50614949,,2314949,506,2024-05-02 10:06:32,520,0,103000,439
50614949,,2314949,506,2024-05-02 10:17:13,437,0,103500,398
50615620,,2315620,506,2024-05-02 10:26:32,501,0,116500,482
50615620,,2315620,506,2024-05-02 10:36:54,414,0,117000,437
50614450,,2314450,506,2024-05-02 10:45:30,22,0,100500,0
50614450,,2314450,506,2024-05-02 10:47:53,630,0,101000,433
50615612,,2315612,506,2024-05-02 10:58:27,36,0,93500,3
50614450,,2314450,506,2024-05-02 11:01:05,573,0,101000,430
50614450,,2314450,506,2024-05-02 11:12:40,520,0,101500,365
50614743,,2314743,506,2024-05-02 11:21:40,323,0,105000,90
50615612,,2315612,506,2024-05-02 11:27:43,120,0,93500,3
50613637,,2313637,506,2024-05-02 11:31:46,567,0,96000,441
50613637,,2313637,506,2024-05-02 11:43:15,503,0,96500,435
50613637,,2313637,506,2024-05-02 11:53:40,475,0,97000,424
50614743,,2314743,506,2024-05-02 12:02:38,71,0,104000,19
50614743,,2314743,506,2024-05-02 12:05:51,583,0,105500,442
50614985,,2314985,506,2024-05-02 12:15:37,37,0,104000,0
50614985,,2314985,506,2024-05-02 12:18:15,575,0,105000,438
50612736,,2312736,506,2024-05-02 12:29:28,194,0,105000,3
50614985,,2314985,506,2024-05-02 12:34:44,506,0,105500,438
50615480,,2315480,506,2024-05-02 12:43:18,47,0,103500,0
50612736,,2312736,506,2024-05-02 12:46:07,425,0,106000,435
50615480,,2315480,506,2024-05-02 12:55:09,38,0,102500,1
50615426,,2315426,506,2024-05-02 12:55:58,29,0,98000,1
50615426,,2315426,506,2024-05-02 12:58:28,459,0,98000,436
50615426,,2315426,506,2024-05-02 13:08:09,468,0,98000,438
50615426,,2315426,506,2024-05-02 13:17:59,521,0,99000,442
50614292,,2314292,506,2024-05-02 13:27:16,73,0,93000,2
50613873,,2313873,506,2024-05-02 13:30:31,328,0,110000,430
50613873,,2313873,506,2024-05-02 13:38:01,303,0,111500,440
50614938,,2314938,506,2024-05-02 13:43:35,137,0,92000,18
50614938,,2314938,506,2024-05-02 13:47:53,441,0,94000,439
50614292,,2314292,506,2024-05-02 13:57:16,675,0,93500,443
50614292,,2314292,506,2024-05-02 14:10:33,385,0,94000,436
50612015,,2312015,506,2024-05-02 14:17:13,21,0,115000,2
50615480,,2315480,506,2024-05-02 14:18:38,102,0,101000,1
50615612,,2315612,506,2024-05-02 14:20:28,366,0,92500,7
50615480,,2315480,506,2024-05-02 14:27:37,18,0,101500,1
50615480,,2315480,506,2024-05-02 14:29:56,526,0,102000,438
50614920,,2314920,506,2024-05-02 14:39:14,61,0,113000,0
50614920,,2314920,506,2024-05-02 14:42:17,442,0,113000,436
50615612,,2315612,506,2024-05-02 14:49:55,135,0,94000,0
50615620,,2315620,506,2024-05-02 14:52:49,15,0,113000,0
50615612,,2315612,506,2024-05-02 14:53:32,17,0,94000,0
50614920,,2314920,506,2024-05-02 14:55:50,401,0,113500,429
50612015,,2312015,506,2024-05-02 15:02:46,79,0,115500,9
50612015,,2312015,506,2024-05-02 15:06:07,335,0,116000,432
50612015,,2312015,506,2024-05-02 15:13:43,306,0,116000,413
50614938,,2314938,506,2024-05-02 15:19:05,408,0,95500,41
50614938,,2314938,506,2024-05-02 15:27:55,511,0,94000,437
50614949,,2314949,506,2024-05-02 15:37:37,40,0,104500,1
50614949,,2314949,506,2024-05-02 15:40:18,570,0,105000,395
50614938,,2314938,506,2024-05-02 15:50:39,182,0,94000,45
50612015,,2312015,506,2024-05-02 15:54:40,71,0,117000,0
50612015,,2312015,506,2024-05-02 15:57:52,331,0,116500,432
50614985,,2314985,506,2024-05-02 16:03:31,87,0,105000,7
50615480,,2315480,506,2024-05-02 16:06:09,120,0,102500,0
50615612,,2315612,506,2024-05-02 16:08:37,162,0,94000,2
