animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
50412823,,2312823,504,2024-03-11 00:03:22,743,0,43500,417
50415684,,2315684,504,2024-03-11 00:16:05,1171,0,31000,333
50414418,,2314418,504,2024-03-11 00:36:07,508,0,42500,207
50414906,,2314906,504,2024-03-11 00:45:45,539,0,39000,301
50415605,,2315605,504,2024-03-11 00:55:00,759,0,45500,361
50415414,,2315414,504,2024-03-11 01:16:07,422,0,50000,331
50414211,,2314211,504,2024-03-11 01:25:52,531,0,43500,349
50414008,,2314008,504,2024-03-11 01:34:47,680,0,44500,260
50415488,,2315488,504,2024-03-11 01:46:07,559,0,46000,324
50414795,,2314795,504,2024-03-11 01:55:57,259,0,39500,110
50412823,,2312823,504,2024-03-11 03:03:29,611,0,44000,361
50415605,,2315605,504,2024-03-11 03:14:16,344,0,46000,155
50414795,,2314795,504,2024-03-11 03:20:24,486,0,40000,260
50415666,,2315666,504,2024-03-11 03:29:17,658,0,33000,257
50414779,,2314779,504,2024-03-11 03:41:02,512,0,52000,242
50415489,,2315489,504,2024-03-11 03:50:37,544,0,40500,157
50414906,,2314906,504,2024-03-11 05:29:14,505,0,39500,281
50414008,,2314008,504,2024-03-11 05:42:50,452,0,45000,181
50415493,,2315493,504,2024-03-11 05:50:26,1786,0,43000,377
50415414,,2315414,504,2024-03-11 06:20:35,743,0,50500,467
50414779,,2314779,504,2024-03-11 06:33:26,332,0,52500,195
50414418,,2314418,504,2024-03-11 06:39:10,271,0,42500,85
50412823,,2312823,504,2024-03-11 06:49:33,525,0,44500,279
50415488,,2315488,504,2024-03-11 07:25:08,1001,0,45500,472
50415489,,2315489,504,2024-03-11 07:45:04,234,0,40000,25
50414211,,2314211,504,2024-03-11 08:02:31,432,0,43500,303
50414779,,2314779,504,2024-03-11 08:09:55,473,0,52000,172
50415605,,2315605,504,2024-03-11 08:21:03,548,0,45500,234
50414418,,2314418,504,2024-03-11 08:37:58,361,0,42000,119
50415489,,2315489,504,2024-03-11 08:44:03,57,0,39500,19
50415489,,2315489,504,2024-03-11 08:47:02,323,0,39500,114
50414008,,2314008,504,2024-03-11 08:52:25,543,0,44500,222
50414794,,2314794,504,2024-03-11 09:01:32,669,0,43000,205
50414779,,2314779,504,2024-03-11 09:12:49,36,0,51500,0
50414418,,2314418,504,2024-03-11 09:14:05,578,0,42000,75
50414906,,2314906,504,2024-03-11 09:24:38,126,0,38500,2
50415414,,2315414,504,2024-03-11 09:26:48,529,0,50000,372
50414418,,2314418,504,2024-03-11 09:40:57,743,0,42000,312
50415493,,2315493,504,2024-03-11 10:04:28,1628,0,29500,542
50414795,,2314795,504,2024-03-11 10:31:51,607,0,39500,306
50415666,,2315666,504,2024-03-11 10:42:14,467,0,32500,177
50415684,,2315684,504,2024-03-11 10:52:03,1527,0,31000,507
50414779,,2314779,504,2024-03-11 11:19:24,887,0,51000,541
50415489,,2315489,504,2024-03-11 11:34:15,649,0,75000,262
50414008,,2314008,504,2024-03-11 11:45:04,553,0,43500,236
50414906,,2314906,504,2024-03-11 11:54:17,892,0,38000,538
50412823,,2312823,504,2024-03-11 12:09:21,763,0,43500,452
50415605,,2315605,504,2024-03-11 12:22:08,1285,0,45000,643
50414794,,2314794,504,2024-03-11 12:43:41,1184,0,42500,512
50414211,,2314211,504,2024-03-11 13:03:29,344,0,43000,206
50414418,,2314418,504,2024-03-11 13:09:17,1024,0,36500,454
50415666,,2315666,504,2024-03-11 13:26:25,566,0,32500,316
50414008,,2314008,504,2024-03-11 13:35:51,144,0,50500,66
50415414,,2315414,504,2024-03-11 13:38:19,889,0,50000,703
50415489,,2315489,504,2024-03-11 13:53:16,662,0,63500,274
50415488,,2315488,504,2024-03-11 14:04:18,1136,0,45000,769
50415684,,2315684,504,2024-03-11 14:24:02,11,0,31000,0
50414008,,2314008,504,2024-03-11 14:24:52,1136,0,43500,547
50414795,,2314795,504,2024-03-11 14:43:51,919,0,39000,539
50414779,,2314779,504,2024-03-11 14:59:14,832,0,52000,559
50414794,,2314794,504,2024-03-11 15:13:14,729,0,43500,291
50415493,,2315493,504,2024-03-11 15:25:23,1626,0,28000,711
50414795,,2314795,504,2024-03-11 15:52:37,286,0,40000,157
50415489,,2315489,504,2024-03-11 15:57:27,457,0,40000,224
50415684,,2315684,504,2024-03-11 16:05:16,1532,0,36000,544
50414906,,2314906,504,2024-03-11 16:30:52,656,0,38500,500
50414418,,2314418,504,2024-03-11 16:42:31,1094,0,43250,604
50412823,,2312823,504,2024-03-11 17:00:45,1004,0,43500,716
50415605,,2315605,504,2024-03-11 17:17:53,1183,0,45500,720
50415489,,2315489,504,2024-03-11 17:37:44,531,0,42000,212
50415666,,2315666,504,2024-03-11 17:46:35,638,0,33000,356
50414008,,2314008,504,2024-03-11 17:57:25,777,0,45000,335
50414794,,2314794,504,2024-03-11 18:10:25,790,0,43500,301
50415488,,2315488,504,2024-03-11 18:23:42,515,0,46000,293
50414211,,2314211,504,2024-03-11 18:32:17,368,0,77000,290
50414779,,2314779,504,2024-03-11 18:38:25,676,0,52000,488
50415493,,2315493,504,2024-03-11 18:49:53,485,0,44000,124
50415414,,2315414,504,2024-03-11 18:58:14,832,0,50500,716
50414418,,2314418,504,2024-03-11 19:12:14,581,0,43500,307
50415489,,2315489,504,2024-03-11 19:21:59,497,0,40500,209
50414211,,2314211,504,2024-03-11 19:32:17,673,0,43500,544
50414795,,2314795,504,2024-03-11 19:51:57,589,0,40500,305
50414906,,2314906,504,2024-03-11 20:05:01,364,0,40000,249
50415666,,2315666,504,2024-03-11 20:11:25,452,0,33000,214
50415488,,2315488,504,2024-03-11 21:13:27,446,0,46500,266
50414008,,2314008,504,2024-03-11 21:21:01,495,0,45000,229
50414794,,2314794,504,2024-03-11 21:29:32,794,0,44000,336
50414418,,2314418,504,2024-03-11 21:59:06,546,0,44000,270
50415493,,2315493,504,2024-03-11 22:49:06,1231,0,30500,493
50412823,,2312823,504,2024-03-11 23:10:05,248,0,44500,137
50414779,,2314779,504,2024-03-11 23:14:21,719,0,52500,499
50412823,,2312823,504,2024-03-11 23:26:32,496,0,44500,311
50415684,,2315684,504,2024-03-11 23:35:39,809,0,31500,137
50415605,,2315605,504,2024-03-11 23:49:43,939,0,46500,481
