animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
50414418,,2314418,504,2024-04-21 00:07:26,559,0,95000,442
50415684,,2315684,504,2024-04-21 00:19:59,433,0,83000,410
50415666,,2315666,504,2024-04-21 00:51:54,419,0,73500,375
50415414,,2315414,504,2024-04-21 01:06:18,511,0,100500,524
50414008,,2314008,504,2024-04-21 01:15:59,30,0,91500,2
50414906,,2314906,504,2024-04-21 01:17:16,23,0,81500,4
50414008,,2314008,504,2024-04-21 01:19:41,623,0,92000,426
50414008,,2314008,504,2024-04-21 01:32:06,470,0,92500,372
50415488,,2315488,504,2024-04-21 02:04:04,489,0,95500,502
50415605,,2315605,504,2024-04-21 02:16:30,1317,0,99500,1298
50415488,,2315488,504,2024-04-21 02:40:29,451,0,97000,449
50415489,,2315489,504,2024-04-21 03:19:28,583,0,82500,406
50415414,,2315414,504,2024-04-21 03:29:31,476,0,101000,477
50414779,,2314779,504,2024-04-21 04:31:26,307,0,98000,343
50414418,,2314418,504,2024-04-21 04:40:19,689,0,94500,534
50414906,,2314906,504,2024-04-21 04:54:32,624,0,82500,436
50414794,,2314794,504,2024-04-21 05:11:19,722,0,88500,432
50414211,,2314211,504,2024-04-21 05:54:19,782,0,93000,875
50412823,,2312823,504,2024-04-21 06:07:33,1252,0,95000,1212
50415684,,2315684,504,2024-04-21 06:35:19,649,0,84000,556
50415488,,2315488,504,2024-04-21 07:17:07,808,0,99000,874
50414906,,2314906,504,2024-04-21 07:32:37,893,0,82500,713
50415489,,2315489,504,2024-04-21 07:47:45,366,0,83500,166
50414794,,2314794,504,2024-04-21 07:54:27,1417,0,89500,966
50414779,,2314779,504,2024-04-21 08:18:12,351,0,97500,334
50415684,,2315684,504,2024-04-21 08:24:15,523,0,83000,443
50415414,,2315414,504,2024-04-21 08:33:14,30,0,99250,2
50414008,,2314008,504,2024-04-21 08:35:19,50,0,93000,13
50415666,,2315666,504,2024-04-21 08:36:21,20,0,72500,0
50414008,,2314008,504,2024-04-21 08:36:45,17,0,93000,0
50415666,,2315666,504,2024-04-21 08:37:10,18,0,72500,2
50415414,,2315414,504,2024-04-21 08:37:28,30,0,99500,0
50414779,,2314779,504,2024-04-21 08:37:58,388,0,97000,429
50414008,,2314008,504,2024-04-21 08:44:37,1045,0,94000,811
50414211,,2314211,504,2024-04-21 09:02:33,108,0,92000,65
50415414,,2315414,504,2024-04-21 09:06:07,468,0,100000,453
50415489,,2315489,504,2024-04-21 09:15:56,573,0,83000,434
50415666,,2315666,504,2024-04-21 09:25:57,23,0,72500,2
50414211,,2314211,504,2024-04-21 09:28:21,340,0,92000,432
50415666,,2315666,504,2024-04-21 09:34:05,690,0,73000,427
50415605,,2315605,504,2024-04-21 09:45:51,94,0,100000,6
50415605,,2315605,504,2024-04-21 09:49:26,537,0,101000,423
50415605,,2315605,504,2024-04-21 10:00:25,430,0,101500,426
50415605,,2315605,504,2024-04-21 10:09:36,301,0,101500,287
50414418,,2314418,504,2024-04-21 10:14:57,1183,0,93500,847
50415684,,2315684,504,2024-04-21 10:34:52,757,0,83500,673
50415414,,2315414,504,2024-04-21 11:03:49,394,0,100500,434
50415414,,2315414,504,2024-04-21 11:12:25,373,0,102500,438
50415493,,2315493,504,2024-04-21 11:47:32,1641,0,89500,1547
50415489,,2315489,504,2024-04-21 12:18:09,669,0,82500,561
50414794,,2314794,504,2024-04-21 12:41:57,763,0,90500,504
50414211,,2314211,504,2024-04-21 12:55:27,66,0,92500,2
50414906,,2314906,504,2024-04-21 12:56:56,950,0,83500,794
50414211,,2314211,504,2024-04-21 13:13:10,471,0,92500,526
50412823,,2312823,504,2024-04-21 13:21:09,546,0,94000,433
50415666,,2315666,504,2024-04-21 13:30:27,57,0,73000,3
50414779,,2314779,504,2024-04-21 13:32:50,52,0,97000,2
50415666,,2315666,504,2024-04-21 13:34:29,136,0,74000,2
50414779,,2314779,504,2024-04-21 13:37:09,28,0,96500,0
50412823,,2312823,504,2024-04-21 13:39:39,396,0,94500,408
50414794,,2314794,504,2024-04-21 13:48:17,691,0,90000,449
50414779,,2314779,504,2024-04-21 14:01:49,574,0,97500,410
50415488,,2315488,504,2024-04-21 14:12:10,333,0,97000,42
50414008,,2314008,504,2024-04-21 14:18:07,332,0,92500,6
50414008,,2314008,504,2024-04-21 14:25:41,672,0,92500,408
50415488,,2315488,504,2024-04-21 14:37:13,812,0,97500,474
50414008,,2314008,504,2024-04-21 14:52:23,497,0,93000,386
50415666,,2315666,504,2024-04-21 15:01:07,134,0,72000,46
50415414,,2315414,504,2024-04-21 15:04:39,30,0,100250,0
50414794,,2314794,504,2024-04-21 15:07:11,463,0,91500,344
50415666,,2315666,504,2024-04-21 15:14:58,156,0,74000,84
50415489,,2315489,504,2024-04-21 15:17:38,41,0,82500,4
50415666,,2315666,504,2024-04-21 15:18:35,41,0,73500,4
50415489,,2315489,504,2024-04-21 15:20:59,33,0,81500,2
50415414,,2315414,504,2024-04-21 15:23:14,17,0,99500,1
50415489,,2315489,504,2024-04-21 15:23:56,36,0,80500,0
50414211,,2314211,504,2024-04-21 15:25:27,13,0,91750,0
50415414,,2315414,504,2024-04-21 15:25:51,44,0,101000,2
50415488,,2315488,504,2024-04-21 15:28:25,109,0,97500,8
50415414,,2315414,504,2024-04-21 15:30:41,43,0,101000,0
50414008,,2314008,504,2024-04-21 15:32:11,18,0,91500,3
50415666,,2315666,504,2024-04-21 15:32:49,41,0,73000,0
50414418,,2314418,504,2024-04-21 15:34:25,17,0,92250,0
50414779,,2314779,504,2024-04-21 15:35:14,10,0,95500,0
50414418,,2314418,504,2024-04-21 15:35:36,36,0,93000,0
50415414,,2315414,504,2024-04-21 15:38:14,355,0,101500,421
50414418,,2314418,504,2024-04-21 15:44:09,1147,0,94500,884
50415489,,2315489,504,2024-04-21 16:03:23,102,0,82500,11
50415666,,2315666,504,2024-04-21 16:06:01,1180,0,74000,1124
50414211,,2314211,504,2024-04-21 16:25:45,805,0,93500,1084
50414779,,2314779,504,2024-04-21 16:39:10,865,0,97500,1132
50415489,,2315489,504,2024-04-21 16:53:40,653,0,83000,619
50414008,,2314008,504,2024-04-21 17:04:42,1019,0,94000,838
50415605,,2315605,504,2024-04-21 17:21:52,1526,0,101000,1696
50415684,,2315684,504,2024-04-21 17:47:26,1247,0,83000,1210
50415414,,2315414,504,2024-04-21 18:09:04,998,0,102500,1321
50414794,,2314794,504,2024-04-21 18:25:54,1054,0,91500,757
50412823,,2312823,504,2024-04-21 18:43:36,1401,0,95000,1576
50414008,,2314008,504,2024-04-21 19:07:05,632,0,94500,514
50414418,,2314418,504,2024-04-21 19:17:53,1217,0,95500,1126
50415488,,2315488,504,2024-04-21 19:38:38,1165,0,99000,1439
50414211,,2314211,504,2024-04-21 19:58:31,430,0,95000,566
50415493,,2315493,504,2024-04-21 20:27:35,1265,0,88000,1304
50414906,,2314906,504,2024-04-21 20:52:47,1124,0,84500,991
50415489,,2315489,504,2024-04-21 21:18:47,472,0,83500,297
50415666,,2315666,504,2024-04-21 22:04:23,544,0,75500,415
50415666,,2315666,504,2024-04-21 22:35:00,415,0,75500,372
50414795,,2314795,504,2024-04-21 22:44:38,284,0,81500,139
50414794,,2314794,504,2024-04-21 22:50:06,482,0,92000,308
50415684,,2315684,504,2024-04-21 23:05:34,576,0,85000,478
50414779,,2314779,504,2024-04-21 23:17:12,320,0,99500,351
50414211,,2314211,504,2024-04-21 23:24:15,65,0,95500,51
50414211,,2314211,504,2024-04-21 23:28:03,248,0,95500,340
