animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
51115486,,2315486,511,2024-03-23 00:38:25,734,0,51000,390
51115636,,2315636,511,2024-03-23 00:50:51,473,0,68000,207
51114731,,2314731,511,2024-03-23 01:21:54,744,0,49000,385
51115636,,2315636,511,2024-03-23 01:34:34,187,0,68000,49
51112707,,2312707,511,2024-03-23 01:38:05,1330,0,39000,370
51113672,,2313672,511,2024-03-23 02:02:17,363,0,63000,171
51113816,,2313816,511,2024-03-23 02:08:32,414,0,62000,197
51115490,,2315490,511,2024-03-23 02:17:27,537,0,60000,242
51114690,,2314690,511,2024-03-23 02:28:25,828,0,57500,320
51111989,,2311989,511,2024-03-23 03:01:10,467,0,65500,294
51115636,,2315636,511,2024-03-23 03:13:51,712,0,69000,469
51111989,,2311989,511,2024-03-23 03:25:55,169,0,65000,90
51114488,,2314488,511,2024-03-23 03:30:45,622,0,56500,363
51115636,,2315636,511,2024-03-23 03:43:08,333,0,69000,207
51113883,,2313883,511,2024-03-23 03:48:53,458,0,59000,233
51115674,,2315674,511,2024-03-23 03:58:33,709,0,53500,369
51114731,,2314731,511,2024-03-23 04:10:34,207,0,49750,83
51113672,,2313672,511,2024-03-23 04:26:41,351,0,63000,185
51115486,,2315486,511,2024-03-23 05:35:45,677,0,51000,307
51111989,,2311989,511,2024-03-23 05:47:06,462,0,65500,267
51115418,,2315418,511,2024-03-23 05:55:27,360,0,57000,176
51114690,,2314690,511,2024-03-23 06:29:25,924,0,58000,407
51115655,,2315655,511,2024-03-23 06:45:17,723,0,51500,373
51115674,,2315674,511,2024-03-23 07:01:40,263,0,53500,143
51114731,,2314731,511,2024-03-23 07:14:23,611,0,50000,344
51115418,,2315418,511,2024-03-23 07:26:36,538,0,57000,317
51114488,,2314488,511,2024-03-23 07:37:24,151,0,56500,68
51114488,,2314488,511,2024-03-23 07:41:56,349,0,56000,215
51111989,,2311989,511,2024-03-23 07:48:16,235,0,65500,177
51113672,,2313672,511,2024-03-23 07:53:25,171,0,62500,72
51113672,,2313672,511,2024-03-23 07:58:18,251,0,62250,111
51112707,,2312707,511,2024-03-23 08:11:52,531,0,39000,146
51115490,,2315490,511,2024-03-23 08:21:27,463,0,59500,234
51113816,,2313816,511,2024-03-23 08:29:18,299,0,61000,85
51113883,,2313883,511,2024-03-23 08:34:21,1195,0,58500,641
51115490,,2315490,511,2024-03-23 08:54:47,380,0,59500,160
51114690,,2314690,511,2024-03-23 09:03:09,762,0,58500,356
51113672,,2313672,511,2024-03-23 09:19:07,752,0,62500,364
51115655,,2315655,511,2024-03-23 09:35:26,361,0,52000,183
51115486,,2315486,511,2024-03-23 09:41:27,799,0,51500,407
51111989,,2311989,511,2024-03-23 09:54:46,669,0,65000,446
51115418,,2315418,511,2024-03-23 10:05:55,598,0,57000,384
51114731,,2314731,511,2024-03-23 10:15:57,739,0,50000,455
51113816,,2313816,511,2024-03-23 10:31:37,503,0,60000,257
51115674,,2315674,511,2024-03-23 11:22:15,90,0,53000,36
51112707,,2312707,511,2024-03-23 11:29:58,1139,0,39500,382
51115655,,2315655,511,2024-03-23 11:49:18,317,0,51250,173
51115636,,2315636,511,2024-03-23 11:54:43,555,0,68000,345
51113816,,2313816,511,2024-03-23 12:04:05,456,0,60000,144
51114488,,2314488,511,2024-03-23 12:11:45,636,0,56000,337
51113672,,2313672,511,2024-03-23 12:24:23,696,0,62500,385
51115486,,2315486,511,2024-03-23 12:36:23,348,0,51500,153
51115674,,2315674,511,2024-03-23 12:44:12,747,0,53000,395
51115655,,2315655,511,2024-03-23 12:56:50,40,0,40500,24
51113883,,2313883,511,2024-03-23 12:59:04,833,0,59000,430
51115655,,2315655,511,2024-03-23 13:13:09,42,0,51500,13
51115655,,2315655,511,2024-03-23 13:15:53,602,0,52000,312
51114690,,2314690,511,2024-03-23 13:26:07,413,0,58000,178
51111989,,2311989,511,2024-03-23 13:33:04,423,0,65000,276
51115674,,2315674,511,2024-03-23 13:40:11,7,0,38500,0
51115486,,2315486,511,2024-03-23 13:40:57,27,0,42500,14
51113816,,2313816,511,2024-03-23 13:44:39,713,0,61000,348
51112707,,2312707,511,2024-03-23 13:56:35,327,0,40000,95
51114690,,2314690,511,2024-03-23 14:02:30,107,0,58000,58
51114690,,2314690,511,2024-03-23 14:06:19,738,0,58500,343
51115490,,2315490,511,2024-03-23 14:18:48,952,0,59000,452
51114488,,2314488,511,2024-03-23 14:34:47,427,0,55500,5
51113672,,2313672,511,2024-03-23 14:43:16,191,0,63000,67
51114488,,2314488,511,2024-03-23 14:46:46,633,0,56000,361
51111989,,2311989,511,2024-03-23 14:57:26,363,0,64500,221
51113883,,2313883,511,2024-03-23 15:03:37,493,0,60000,259
51115636,,2315636,511,2024-03-23 15:11:54,754,0,68000,428
51114731,,2314731,511,2024-03-23 15:24:52,706,0,49500,375
51115674,,2315674,511,2024-03-23 15:36:42,154,0,53000,67
51115486,,2315486,511,2024-03-23 15:39:16,753,0,51000,422
