animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
51113883,,2313883,511,2024-04-05 00:07:14,524,0,77000,388
,,,511,2024-04-05 00:27:05,1,0,0,11
51115636,,2315636,511,2024-04-05 00:48:59,1062,0,84000,805
51115655,,2315655,511,2024-04-05 01:06:57,94,0,67500,57
51115486,,2315486,511,2024-04-05 01:08:39,1067,0,63500,782
,,,511,2024-04-05 01:35:27,1,0,0,10
51113672,,2313672,511,2024-04-05 01:40:05,491,0,80500,377
51111989,,2311989,511,2024-04-05 01:48:24,517,0,82500,458
51115486,,2315486,511,2024-04-05 02:30:06,68,0,63500,47
51115655,,2315655,511,2024-04-05 02:36:56,338,0,67500,215
,,,511,2024-04-05 03:05:00,52,0,0,15
51115490,,2315490,511,2024-04-05 03:11:01,929,0,74500,437
51115655,,2315655,511,2024-04-05 03:26:54,172,0,67000,131
51114690,,2314690,511,2024-04-05 03:32:30,1315,0,75500,821
,,,511,2024-04-05 04:03:26,1,0,0,10
51111989,,2311989,511,2024-04-05 04:19:04,542,0,82000,430
51113816,,2313816,511,2024-04-05 04:28:14,1508,0,81000,984
51115418,,2315418,511,2024-04-05 04:55:24,831,0,74500,548
51114488,,2314488,511,2024-04-05 05:09:58,1045,0,71500,891
51112707,,2312707,511,2024-04-05 05:27:43,1277,0,51000,564
51113883,,2313883,511,2024-04-05 05:49:08,409,0,75000,297
51113883,,2313883,511,2024-04-05 05:57:59,435,0,75500,359
51114731,,2314731,511,2024-04-05 06:17:56,1364,0,62000,839
51111989,,2311989,511,2024-04-05 06:44:27,499,0,82000,423
51115674,,2315674,511,2024-04-05 06:55:30,626,0,69000,532
,,,511,2024-04-05 07:10:46,2,0,0,10
51115655,,2315655,511,2024-04-05 07:29:35,831,0,67000,567
51115418,,2315418,511,2024-04-05 07:43:42,590,0,73500,363
51115490,,2315490,511,2024-04-05 07:54:20,578,0,73500,258
51113816,,2313816,511,2024-04-05 08:08:16,800,0,81500,501
51113672,,2313672,511,2024-04-05 08:22:44,764,0,79500,466
51112707,,2312707,511,2024-04-05 08:36:03,967,0,51000,349
51115418,,2315418,511,2024-04-05 09:09:01,162,0,74000,83
51111989,,2311989,511,2024-04-05 09:11:59,654,0,82500,506
51115490,,2315490,511,2024-04-05 09:23:05,757,0,74500,366
51115655,,2315655,511,2024-04-05 09:36:06,75,0,67500,52
51115636,,2315636,511,2024-04-05 09:37:21,982,0,83000,722
51114690,,2314690,511,2024-04-05 09:54:15,642,0,75000,370
51114488,,2314488,511,2024-04-05 10:06:08,318,0,72000,182
51115486,,2315486,511,2024-04-05 10:11:34,787,0,63000,605
51113883,,2313883,511,2024-04-05 10:25:00,914,0,75500,684
51115490,,2315490,511,2024-04-05 10:40:22,701,0,75000,368
51113672,,2313672,511,2024-04-05 10:52:11,316,0,80000,200
