animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
,,,509,2024-02-19 05:48:10,109,0,0,223
,,,509,2024-02-19 09:53:00,636,0,0,178
,,,509,2024-02-19 13:14:34,698,0,0,181
,,,509,2024-02-19 19:48:58,8,0,0,296
50915094,,2315094,509,2024-02-19 20:35:08,929,0,39500,269
50915907,,2315907,509,2024-02-19 20:50:37,980,0,23500,261
50915919,,2315919,509,2024-02-19 21:25:42,1088,0,23000,136
50915973,,2315973,509,2024-02-19 21:43:50,12,0,29500,0
50915919,,2315919,509,2024-02-19 21:44:02,2,0,31000,0
50915973,,2315973,509,2024-02-19 21:44:04,19,0,30000,0
50915919,,2315919,509,2024-02-19 21:44:23,2,0,32500,0
50915973,,2315973,509,2024-02-19 21:44:25,17,0,30500,0
50915919,,2315919,509,2024-02-19 21:44:42,240,0,33500,215
50915975,,2315975,509,2024-02-19 21:48:42,28,0,28250,0
50914924,,2314924,509,2024-02-19 21:49:10,459,0,24500,196
50915973,,2315973,509,2024-02-19 21:57:08,839,0,24000,232
50913914,,2313914,509,2024-02-19 22:18:55,770,0,26000,209
50915057,,2315057,509,2024-02-19 22:31:45,3,0,42000,0
50913914,,2313914,509,2024-02-19 22:31:48,144,0,26500,89
50915975,,2315975,509,2024-02-19 22:36:54,604,0,21500,266
50915084,,2315084,509,2024-02-19 22:47:10,54,0,23500,15
50915061,,2315061,509,2024-02-19 22:50:05,221,0,28500,41
50915939,,2315939,509,2024-02-19 22:53:46,883,0,42500,208
50915094,,2315094,509,2024-02-19 23:08:36,611,0,24500,199
50915057,,2315057,509,2024-02-19 23:20:49,630,0,27000,303
50915016,,2315016,509,2024-02-19 23:31:19,687,0,30500,237
50915973,,2315973,509,2024-02-19 23:43:01,279,0,24500,63
50915962,,2315962,509,2024-02-19 23:56:41,19,0,23000,1
50915973,,2315973,509,2024-02-19 23:57:00,4,0,23000,5
50915962,,2315962,509,2024-02-19 23:57:04,189,0,23000,83
