animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
51012918,,2312918,510,2024-05-25 00:07:10,294,0,131000,357
51014947,,2314947,510,2024-05-25 00:14:05,1578,0,162000,1893
51015411,,2315411,510,2024-05-25 00:40:31,1308,0,157000,1309
51013663,,2313663,510,2024-05-25 01:03:57,644,0,154500,947
51015618,,2315618,510,2024-05-25 01:16:42,706,0,144000,773
51015618,,2315618,510,2024-05-25 01:30:29,239,0,144500,288
51014709,,2314709,510,2024-05-25 01:37:11,213,0,149000,297
51013949,,2313949,510,2024-05-25 01:41:08,700,0,147500,967
51015494,,2315494,510,2024-05-25 02:18:32,929,0,139500,1488
51013610,,2313610,510,2024-05-25 02:50:12,939,0,130000,1100
51014709,,2314709,510,2024-05-25 03:07:52,156,0,149000,177
51013684,,2313684,510,2024-05-25 03:38:06,438,0,124000,265
51013684,,2313684,510,2024-05-25 03:47:26,445,0,124500,315
51014917,,2314917,510,2024-05-25 03:58:05,537,0,143500,445
51014709,,2314709,510,2024-05-25 04:09:04,217,0,152500,259
,,,510,2024-05-25 04:58:11,5,0,0,12
51012792,,2312792,510,2024-05-25 05:41:01,421,0,140500,284
51012792,,2312792,510,2024-05-25 05:50:04,433,0,141500,435
51014917,,2314917,510,2024-05-25 05:59:18,312,0,143500,333
51011790,,2311790,510,2024-05-25 06:04:54,1452,0,140500,1329
51015411,,2315411,510,2024-05-25 06:29:22,90,0,157000,41
51015411,,2315411,510,2024-05-25 06:32:54,441,0,158500,396
51015411,,2315411,510,2024-05-25 06:42:17,332,0,159000,359
51014947,,2314947,510,2024-05-25 06:52:05,537,0,161500,467
51014947,,2314947,510,2024-05-25 07:03:04,349,0,162500,393
51014947,,2314947,510,2024-05-25 07:10:54,344,0,162500,403
51014947,,2314947,510,2024-05-25 07:18:40,312,0,162000,360
51013949,,2313949,510,2024-05-25 07:24:35,709,0,147000,815
51013949,,2313949,510,2024-05-25 07:38:25,275,0,148000,304
51013663,,2313663,510,2024-05-25 07:43:47,248,0,154500,328
51013684,,2313684,510,2024-05-25 07:52:02,962,0,125000,691
51012918,,2312918,510,2024-05-25 08:10:06,247,0,126000,285
51015634,,2315634,510,2024-05-25 08:16:15,954,0,144500,1138
51012792,,2312792,510,2024-05-25 08:32:53,1065,0,140000,1364
51014709,,2314709,510,2024-05-25 08:52:40,684,0,150500,947
51014709,,2314709,510,2024-05-25 09:06:47,287,0,151000,357
,,,510,2024-05-25 09:16:24,1,0,0,11
51011790,,2311790,510,2024-05-25 09:23:39,980,0,140500,1229
