animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
51315495,,2315495,513,2024-05-22 00:59:08,117,0,130500,58
51315645,,2315645,513,2024-05-22 01:03:38,23,0,122250,0
51315495,,2315495,513,2024-05-22 01:05:50,19,0,126500,14
51315645,,2315645,513,2024-05-22 01:06:49,35,0,126000,0
51315495,,2315495,513,2024-05-22 01:17:47,96,0,130000,11
51314907,,2314907,513,2024-05-22 01:54:27,31,0,112000,0
51313028,,2313028,513,2024-05-22 01:56:24,12,0,76000,0
51315495,,2315495,513,2024-05-22 02:37:19,82,0,129500,11
51313931,,2313931,513,2024-05-22 02:40:34,32,0,110500,11
51314982,,2314982,513,2024-05-22 02:41:14,20,0,103500,0
51315495,,2315495,513,2024-05-22 02:59:51,43,0,135500,0
51314994,,2314994,513,2024-05-22 03:13:04,53,0,105500,0
51314943,,2314943,513,2024-05-22 04:08:54,71,0,112500,17
51315495,,2315495,513,2024-05-22 04:10:25,67,0,130000,6
51314994,,2314994,513,2024-05-22 04:13:22,57,0,110250,0
51314994,,2314994,513,2024-05-22 04:16:21,324,0,111500,254
51315495,,2315495,513,2024-05-22 04:30:35,201,0,127000,131
51313931,,2313931,513,2024-05-22 04:35:15,36,0,107000,10
51315495,,2315495,513,2024-05-22 04:46:17,43,0,126250,8
51313028,,2313028,513,2024-05-22 04:48:23,24,0,122000,0
51313028,,2313028,513,2024-05-22 04:50:49,298,0,123000,288
51314047,,2314047,513,2024-05-22 04:55:55,130,0,128000,19
51313931,,2313931,513,2024-05-22 05:52:58,49,0,109000,0
51315402,,2315402,513,2024-05-22 05:54:30,17,0,104500,1
51313944,,2313944,513,2024-05-22 06:00:28,30,0,111500,0
51313028,,2313028,513,2024-05-22 06:32:46,46,0,117500,2
51315415,,2315415,513,2024-05-22 06:41:49,46,0,122000,16
51313944,,2313944,513,2024-05-22 06:58:15,166,0,111000,0
51313028,,2313028,513,2024-05-22 07:01:09,21,0,119500,0
51314771,,2314771,513,2024-05-22 07:11:22,26,0,131000,0
51314929,,2314929,513,2024-05-22 07:13:26,85,0,126000,62
51313998,,2313998,513,2024-05-22 07:16:45,8,0,112500,1
51314982,,2314982,513,2024-05-22 07:28:20,58,0,104000,6
51315402,,2315402,513,2024-05-22 07:29:37,17,0,103500,0
51314047,,2314047,513,2024-05-22 07:47:06,48,0,127750,19
51313931,,2313931,513,2024-05-22 07:48:17,9,0,85250,0
51313944,,2313944,513,2024-05-22 07:50:28,289,0,111250,230
51314907,,2314907,513,2024-05-22 07:57:18,68,0,113000,19
51314982,,2314982,513,2024-05-22 07:59:21,149,0,103000,51
51314982,,2314982,513,2024-05-22 08:14:50,54,0,102000,0
