animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
50312756,,2312756,503,2024-02-21 00:10:24,454,0,30500,119
50313774,,2313774,503,2024-02-21 00:18:33,439,0,24000,147
50311763,,2311763,503,2024-02-21 01:02:09,1133,0,23000,229
50312290,,2312290,503,2024-02-21 01:42:02,120,0,25000,27
50314028,,2314028,503,2024-02-21 01:44:02,2,0,42500,0
50312290,,2312290,503,2024-02-21 01:44:04,17,0,42500,0
50314028,,2314028,503,2024-02-21 01:44:21,10,0,42000,0
50312290,,2312290,503,2024-02-21 01:44:31,3,0,49500,0
50314028,,2314028,503,2024-02-21 01:44:34,10,0,45500,0
50312290,,2312290,503,2024-02-21 01:44:44,72,0,44500,20
50314028,,2314028,503,2024-02-21 01:45:56,12,0,50500,0
50312290,,2312290,503,2024-02-21 01:46:08,17,0,45250,11
50314028,,2314028,503,2024-02-21 01:46:45,549,0,32000,217
50313911,,2313911,503,2024-02-21 02:17:48,558,0,26000,109
50313659,,2313659,503,2024-02-21 03:43:30,665,0,30500,255
50313774,,2313774,503,2024-02-21 03:54:47,269,0,24000,92
50314991,,2314991,503,2024-02-21 03:59:28,815,0,29500,208
50312756,,2312756,503,2024-02-21 04:27:16,227,0,30500,44
50315640,,2315640,503,2024-02-21 04:59:45,823,0,26000,134
50313940,,2313940,503,2024-02-21 05:13:47,1155,0,29500,359
50311763,,2311763,503,2024-02-21 05:45:10,639,0,23500,132
50313911,,2313911,503,2024-02-21 05:56:16,805,0,26500,186
50313911,,2313911,503,2024-02-21 06:13:59,68,0,27000,5
50312756,,2312756,503,2024-02-21 06:20:16,356,0,30500,51
50314028,,2314028,503,2024-02-21 06:46:32,360,0,32000,91
50313774,,2313774,503,2024-02-21 06:52:44,609,0,24000,187
50314028,,2314028,503,2024-02-21 07:04:54,42,0,32000,5
50314905,,2314905,503,2024-02-21 07:06:59,781,0,22750,281
50314446,,2314446,503,2024-02-21 07:21:06,585,0,23000,115
50315640,,2315640,503,2024-02-21 07:30:51,2,0,30500,0
50314446,,2314446,503,2024-02-21 07:30:53,12,0,30750,0
50315640,,2315640,503,2024-02-21 07:31:05,3,0,46000,0
50314446,,2314446,503,2024-02-21 07:31:08,85,0,37000,56
50315640,,2315640,503,2024-02-21 07:32:33,9,0,29250,0
50314446,,2314446,503,2024-02-21 07:32:42,4,0,33250,0
50315640,,2315640,503,2024-02-21 07:32:46,2,0,34500,0
50314446,,2314446,503,2024-02-21 07:32:48,25,0,30750,0
50315640,,2315640,503,2024-02-21 07:33:13,2,0,27000,0
50314446,,2314446,503,2024-02-21 07:33:15,3,0,36000,0
50315640,,2315640,503,2024-02-21 07:33:18,4,0,29250,0
50314446,,2314446,503,2024-02-21 07:33:22,15,0,35500,0
50315640,,2315640,503,2024-02-21 07:33:37,21,0,49000,0
50314446,,2314446,503,2024-02-21 07:33:58,2,0,47500,0
50315640,,2315640,503,2024-02-21 07:34:00,5,0,46250,0
50314446,,2314446,503,2024-02-21 07:34:05,18,0,45500,0
50315640,,2315640,503,2024-02-21 07:34:23,2,0,49000,0
50314446,,2314446,503,2024-02-21 07:34:25,8,0,48250,0
50315640,,2315640,503,2024-02-21 07:34:33,60,0,33500,0
50314446,,2314446,503,2024-02-21 07:35:33,7,0,29000,0
50315640,,2315640,503,2024-02-21 07:35:40,15,0,29000,0
50314446,,2314446,503,2024-02-21 07:35:55,3,0,31500,0
50315640,,2315640,503,2024-02-21 07:35:58,12,0,30750,0
50314446,,2314446,503,2024-02-21 07:36:10,5,0,32500,0
50315640,,2315640,503,2024-02-21 07:36:15,46,0,31000,0
50314446,,2314446,503,2024-02-21 07:37:01,7,0,32000,0
50315640,,2315640,503,2024-02-21 07:37:08,35,0,28500,0
50314446,,2314446,503,2024-02-21 07:37:43,60,0,35000,117
50313090,,2313090,503,2024-02-21 07:39:18,1044,0,29500,257
50314028,,2314028,503,2024-02-21 07:57:06,558,0,32500,190
50312756,,2312756,503,2024-02-21 08:06:32,775,0,30000,189
50313911,,2313911,503,2024-02-21 08:19:39,338,0,26500,80
50312290,,2312290,503,2024-02-21 08:27:19,1126,0,37500,416
50314901,,2314901,503,2024-02-21 08:47:04,725,0,28500,277
50315640,,2315640,503,2024-02-21 08:59:17,866,0,25500,173
50314446,,2314446,503,2024-02-21 09:17:29,791,0,23000,271
50313659,,2313659,503,2024-02-21 09:31:55,607,0,30500,228
50314901,,2314901,503,2024-02-21 09:42:42,496,0,28500,172
50313940,,2313940,503,2024-02-21 10:19:49,327,0,29500,113
50314991,,2314991,503,2024-02-21 10:25:16,996,0,54000,237
50312756,,2312756,503,2024-02-21 10:42:04,680,0,30500,204
50313774,,2313774,503,2024-02-21 10:56:07,435,0,40000,173
50315640,,2315640,503,2024-02-21 11:04:14,916,0,39500,181
50313659,,2313659,503,2024-02-21 11:21:32,81,0,30500,8
50314901,,2314901,503,2024-02-21 11:23:24,54,0,28500,1
50312290,,2312290,503,2024-02-21 11:24:54,607,0,24500,188
50313911,,2313911,503,2024-02-21 11:37:34,806,0,26500,173
50314028,,2314028,503,2024-02-21 11:51:00,7,0,38500,0
50313911,,2313911,503,2024-02-21 11:51:07,13,0,43000,0
50314028,,2314028,503,2024-02-21 11:51:20,3,0,47500,0
50313911,,2313911,503,2024-02-21 11:51:23,11,0,46500,0
50314028,,2314028,503,2024-02-21 11:51:34,3,0,45500,0
50313911,,2313911,503,2024-02-21 11:51:37,12,0,41500,1
50314028,,2314028,503,2024-02-21 11:51:57,742,0,41000,300
50314905,,2314905,503,2024-02-21 12:04:19,592,0,28000,204
50311763,,2311763,503,2024-02-21 12:16:13,1333,0,22500,362
50315640,,2315640,503,2024-02-21 12:38:46,595,0,26000,100
50313940,,2313940,503,2024-02-21 12:50:11,832,0,29500,321
50313774,,2313774,503,2024-02-21 13:05:06,359,0,24000,125
50313090,,2313090,503,2024-02-21 13:11:13,1222,0,29500,385
50313659,,2313659,503,2024-02-21 13:34:49,547,0,30500,191
50315640,,2315640,503,2024-02-21 13:46:29,535,0,26000,50
50312756,,2312756,503,2024-02-21 13:57:25,523,0,48000,138
50313911,,2313911,503,2024-02-21 14:06:19,257,0,27000,73
50314901,,2314901,503,2024-02-21 14:10:36,7,0,36000,0
50313911,,2313911,503,2024-02-21 14:10:43,320,0,27000,85
50314901,,2314901,503,2024-02-21 14:20:51,829,0,29000,356
50314028,,2314028,503,2024-02-21 14:35:31,362,0,32500,128
50314991,,2314991,503,2024-02-21 14:41:45,1354,0,29000,397
50313911,,2313911,503,2024-02-21 15:04:19,119,0,38500,18
50312756,,2312756,503,2024-02-21 15:06:26,652,0,31000,172
50314905,,2314905,503,2024-02-21 15:19:19,688,0,28500,245
50313659,,2313659,503,2024-02-21 15:32:21,507,0,30500,192
50313774,,2313774,503,2024-02-21 15:42:50,774,0,24000,264
50313911,,2313911,503,2024-02-21 16:01:26,20,0,27500,0
50315640,,2315640,503,2024-02-21 16:02:21,418,0,26500,49
50312290,,2312290,503,2024-02-21 16:09:58,550,0,24500,175
50311763,,2311763,503,2024-02-21 16:19:59,770,0,23500,171
50314028,,2314028,503,2024-02-21 16:33:01,385,0,32500,113
50315640,,2315640,503,2024-02-21 16:50:30,835,0,41500,143
50313659,,2313659,503,2024-02-21 17:05:36,399,0,30500,170
50313911,,2313911,503,2024-02-21 17:15:52,217,0,27000,40
50314446,,2314446,503,2024-02-21 17:25:43,991,0,23000,365
50315640,,2315640,503,2024-02-21 17:57:22,53,0,26000,1
50314446,,2314446,503,2024-02-21 17:58:54,10,0,23500,0
50313774,,2313774,503,2024-02-21 18:19:22,309,0,24000,71
50312290,,2312290,503,2024-02-21 18:41:12,123,0,24500,6
50313090,,2313090,503,2024-02-21 18:56:17,819,0,30500,290
50314991,,2314991,503,2024-02-21 19:15:15,937,0,26500,279
50313911,,2313911,503,2024-02-21 20:00:45,438,0,26500,102
50313774,,2313774,503,2024-02-21 20:13:14,379,0,24500,164
50313940,,2313940,503,2024-02-21 20:42:58,27,0,30000,1
50315640,,2315640,503,2024-02-21 20:46:30,736,0,26000,139
50314028,,2314028,503,2024-02-21 20:59:37,74,0,32500,0
50312290,,2312290,503,2024-02-21 21:01:03,501,0,24000,190
50313774,,2313774,503,2024-02-21 21:10:51,374,0,24500,104
50314729,,2314729,503,2024-02-21 21:29:33,54,0,0,2
50314028,,2314028,503,2024-02-21 21:47:16,394,0,32500,104
50314905,,2314905,503,2024-02-21 21:54:02,590,0,50000,216
50312756,,2312756,503,2024-02-21 22:04:12,55,0,30000,1
50313659,,2313659,503,2024-02-21 22:06:53,429,0,31000,162
50314729,,2314729,503,2024-02-21 22:15:25,44,0,0,3
50315640,,2315640,503,2024-02-21 22:19:54,610,0,26000,152
50312290,,2312290,503,2024-02-21 22:30:36,143,0,25500,3
50314729,,2314729,503,2024-02-21 22:35:00,42,0,0,3
50313774,,2313774,503,2024-02-21 22:37:43,284,0,25000,61
50314901,,2314901,503,2024-02-21 22:47:06,629,0,28500,231
50312290,,2312290,503,2024-02-21 22:59:36,414,0,25500,93
50314446,,2314446,503,2024-02-21 23:11:40,605,0,25000,210
50314991,,2314991,503,2024-02-21 23:21:57,890,0,30500,283
50314028,,2314028,503,2024-02-21 23:40:33,499,0,32000,197
50314729,,2314729,503,2024-02-21 23:49:27,51,0,0,4
